expression                                        	plurality 	Yago4          	manifestation                                       	modifiers            	vagueness
its overthrow                                     	instance  	Event          	qualified_anaphora                                  	MODIFIERS            	NOT_VAGUE
president of the ANC's Transvaal branch           	instance  	person         	contains_named                                      	preposition          	NOT_VAGUE
prominence                                        	instance  	intangible     	undetermined                                        	preposition          	subjective
his involvement in the 1952 Defiance Campaign     	instance  	Action         	qualified_anaphora numbered contains_named mass_noun	preposition          	NOT_VAGUE
the 1955 Congress of the People                   	class     	organization   	determined numbered named                           	preposition          	NOT_VAGUE
seditious activities                              	class     	action         	undetermined                                        	adjective            	portions
the 1956 Treason Trial                            	instance  	event          	determined numbered named                           	MODIFIERS            	NOT_VAGUE
Marxism                                           	instance  	intangible     	mass_noun                                           	MODIFIERS            	NOT_VAGUE
the banned South African Communist Party          	instance  	organization   	determined named                                    	adjective            	NOT_VAGUE
SACP                                              	instance  	organization   	named                                               	MODIFIERS            	NOT_VAGUE
non-violent protest                               	instance  	action         	mass_noun                                           	adjective            	NOT_VAGUE
association with the SACP                         	instance  	intangible     	contains_named mass_noun                            	preposition          	NOT_VAGUE
the militant Umkhonto                             	instance  	organization   	determined named                                    	MODIFIERS            	degree
a sabotage campaign against the government        	instance  	event          	undetermined                                        	preposition          	NOT_VAGUE
life imprisonment                                 	instance  	intangible     	mass_noun                                           	noun                 	NOT_VAGUE
the state                                         	instance  	organization   	determined named                                    	MODIFIERS            	NOT_VAGUE
the Rivonia Trial                                 	instance  	event          	determined named                                    	MODIFIERS            	NOT_VAGUE
27 years in prison                                	class     	intangible     	numbered                                            	preposition          	NOT_VAGUE
Robben Island                                     	instance  	Place          	named                                               	MODIFIERS            	NOT_VAGUE
Pollsmoor Prison                                  	instance  	Place          	named                                               	MODIFIERS            	NOT_VAGUE
Victor Verster Prison                             	instance  	Place          	named                                               	MODIFIERS            	NOT_VAGUE
international pressure                            	instance  	intangible     	mass_noun                                           	adjective            	subjective
fears of a racial civil war                       	class     	event          	undetermined                                        	adjective preposition	subjective
President F W de Klerk                            	instance  	person         	named                                               	MODIFIERS            	NOT_VAGUE
efforts                                           	class     	action         	undetermined                                        	MODIFIERS            	portions
an end                                            	instance  	event          	undetermined                                        	MODIFIERS            	NOT_VAGUE
the 1994 multiracial general election             	instance  	event          	determined numbered mass_noun                       	adjective            	NOT_VAGUE
victory                                           	instance  	intangible     	mass_noun                                           	MODIFIERS            	NOT_VAGUE
president                                         	instance  	person         	undetermined                                        	MODIFIERS            	NOT_VAGUE
a broad coalition government                      	instance  	organization   	undetermined                                        	adjective noun       	degree
a new constitution                                	instance  	creativework   	undetermined                                        	adjective            	NOT_VAGUE
reconciliation between the country's racial groups	instance  	intangible     	mass_noun                                           	preposition          	subjective
the Truth and Reconciliation Commission           	instance  	organization   	determined named                                    	MODIFIERS            	NOT_VAGUE
past human rights abuses                          	class     	event          	undetermined                                        	adjective noun       	degree
Mandela's administration                          	instance  	organization   	contains_named mass_noun                            	MODIFIERS            	NOT_VAGUE
its predecessor's liberal framework               	class     	creativework   	qualified_anaphora                                  	adjective preposition	NOT_VAGUE
his own socialist beliefs                         	class     	intangible     	qualified_anaphora                                  	adjective preposition	subjective
measures                                          	class     	intangible     	undetermined                                        	MODIFIERS            	portions
land reform                                       	instance  	event          	mass_noun                                           	noun                 	NOT_VAGUE
poverty                                           	instance  	intangible     	mass_noun                                           	MODIFIERS            	degree
healthcare services                               	class     	organization   	undetermined                                        	noun                 	portions
mediator                                          	instance  	person         	undetermined                                        	preposition          	NOT_VAGUE
the Pan Am Flight 103 bombing trial               	instance  	event          	determined numbered                                 	MODIFIERS            	NOT_VAGUE
the Non-Aligned Movement                          	instance  	organization   	determined named                                    	adjective            	NOT_VAGUE
a second presidential term                        	instance  	event          	undetermined                                        	adjective            	NOT_VAGUE
his deputy Thabo Mbeki                            	instance  	person         	named                                               	MODIFIERS            	NOT_VAGUE
an elder statesman                                	instance  	person         	undetermined                                        	noun                 	degree
poverty                                           	instance  	intangible     	mass_noun                                           	MODIFIERS            	degree
HIV/AIDS                                          	instance  	Taxon          	named                                               	adjective preposition	NOT_VAGUE
the charitable Nelson Mandela Foundation          	instance  	organization   	determined named                                    	adjective preposition	NOT_VAGUE
a controversial figure                            	instance  	person         	undetermined                                        	adjective            	subjective
his life                                          	instance  	intangible     	qualified_anaphora mass_noun                        	MODIFIERS            	NOT_VAGUE
critics on the right                              	class     	person         	undetermined                                        	preposition          	subjective
a communist terrorist                             	instance  	person         	undetermined                                        	adjective            	subjective
apartheid's supporters                            	class     	person         	determined                                          	MODIFIERS            	subjective degree
international acclaim for his activism            	instance  	intangible     	qualified_anaphora mass_noun                        	adjective preposition	subjective
an icon of democracy                              	instance  	person         	undetermined                                        	preposition          	subjective
social justice                                    	instance  	intangible     	mass_noun                                           	adjective            	subjective
250 honours                                       	class     	intangible     	numbered                                            	MODIFIERS            	NOT_VAGUE
the Nobel Peace Prize                             	instance  	intangible     	determined named                                    	MODIFIERS            	NOT_VAGUE
deep respect                                      	instance  	intangible     	undetermined                                        	adjective preposition	degree subjective
South Africa                                      	instance  	Place          	named                                               	adjective preposition	NOT_VAGUE
his Thembu clan name                              	instance  	creativework   	qualified_anaphora contains_named                   	MODIFIERS            	NOT_VAGUE
Madiba                                            	instance  	person         	named                                               	MODIFIERS            	NOT_VAGUE
the Father of the Nation                          	instance  	person         	determined named                                    	preposition          	NOT_VAGUE
