expression                                                                	plurality 	Yago4          	manifestation           	modifiers            	vagueness
rocks in the crust                                                        	class     	Place          	undetermined            	preposition          	portions
the third most abundant element after oxygen and silicon                  	instance  	BioChemEntity  	determined              	adjective preposition	MISC
the mantle                                                                	instance  	Place          	determined              	MODIFIERS            	MISC
the free metal                                                            	instance  	BioChemEntity  	determined              	adjective            	MISC
Discovery of aluminium                                                    	instance  	Event          	mass_noun               	preposition          	NOT_VAGUE
Danish physicist Hans Christian Orsted                                    	instance  	Person         	named                   	adjective            	NOT_VAGUE
The first industrial production of aluminium                              	instance  	Event          	determined              	preposition          	MISC
French chemist Henri Étienne Sainte-Claire Deville                        	instance  	person         	named                   	adjective            	not_vague
Aluminium                                                                 	instance  	BioChemEntity  	named                   	MODIFIERS            	NOT_VAGUE
the Hall–Héroult process                                                  	instance  	creativework   	named                   	MODIFIERS            	not_vague
French engineer Paul Héroult                                              	instance  	Person         	named                   	adjective            	NOT_VAGUE
American engineer Charles Martin Hall                                     	instance  	Person         	named                   	adjective            	NOT_VAGUE
the mass production of aluminium                                          	instance  	Action         	mass_noun contains_named	preposition          	degree
its extensive use in industry and everyday life                           	instance  	Action         	qualified_anaphora      	adjective preposition	degree
World Wars I and II                                                       	class     	Event          	named                   	MODIFIERS            	NOT_VAGUE
a crucial strategic resource for aviation                                 	instance  	Intangible     	undetermined            	adjective preposition	subjective
Aluminium                                                                 	instance  	BioChemEntity  	named                   	MODIFIERS            	NOT_VAGUE
the most produced non-ferrous metal                                       	instance  	BioChemEntity  	determined              	adjective            	NOT_VAGUE
copper                                                                    	instance  	BioChemEntity  	named                   	MODIFIERS            	NOT_VAGUE
the 21st century                                                          	instance  	Event          	determined named        	adjective            	NOT_VAGUE
most Aluminium                                                            	instance  	BioChemEntity  	named                   	adjective            	NOT_VAGUE
transportation                                                            	instance  	Action         	mass_noun               	MODIFIERS            	not_vague
engineering                                                               	instance  	Action         	mass_noun               	MODIFIERS            	not_vague
construction                                                              	instance  	Action         	mass_noun               	MODIFIERS            	not_vague
packaging                                                                 	instance  	Action         	mass_noun               	MODIFIERS            	not_vague
the United States                                                         	instance  	Place          	named determined        	MODIFIERS            	NOT_VAGUE
Western Europe                                                            	instance  	Place          	named                   	adjective            	NOT_VAGUE
Japan                                                                     	instance  	Place          	named                   	MODIFIERS            	NOT_VAGUE
its prevalence in the environment                                         	instance  	Intangible     	qualified_anaphora      	preposition          	degree
no living organism                                                        	class     	Taxon          	numbered                	adjective            	MISC
aluminium salts                                                           	class     	BioChemEntity  	undetermined            	MODIFIERS            	MISC
Aluminium                                                                 	instance  	BioChemEntity  	named                   	MODIFIERS            	NOT_VAGUE
plants and animals                                                        	class     	Taxon          	undetermined            	MODIFIERS            	portions
the abundance of these salts                                              	instance  	Intangible     	determined              	preposition          	degree
the potential for a biological role for them                              	instance  	Intangible     	determined              	preposition          	degree
continuing interest                                                       	instance  	Intangible     	undetermined            	adjective            	degree
studies                                                                   	class     	Action         	undetermined            	MODIFIERS            	portions
