expression                                                        	plurality 	Yago4          	manifestation                    	modifiers                 	vagueness
a reformatory                                                     	instance  	Organization   	undetermined                     	MODIFIERS                 	NOT_VAGUE
Brother Matthias Boutlier of the Xaverian Brothers                	instance  	Person         	named                            	preposition               	NOT_VAGUE
the school's disciplinarian                                       	instance  	Person         	determined                      	noun                      	NOT_VAGUE
a capable baseball player                                         	instance  	Person         	undetermined                     	noun adjective            	degree
minor-league baseball for the Baltimore Orioles                   	instance  	Organization   	mass_noun named                  	adjective preposition     	NOT_VAGUE
the Red Sox                                                       	instance  	Organization   	determined named                 	MODIFIERS                 	NOT_VAGUE
a reputation as an outstanding pitcher                            	instance  	Intangible     	undetermined                     	preposition               	subjective
long home runs                                                    	class     	Action         	undetermined                     	noun adjective            	degree
a feat                                                            	instance  	Intangible     	undetermined anaphora            	MODIFIERS                 	NOT_VAGUE
any player in the pre-1920 dead-ball era                          	class     	Person         	undetermined                     	adjective preposition     	NOT_VAGUE
Ruth                                                              	instance  	Person         	named                            	MODIFIERS                 	NOT_VAGUE
23 games in a season as a pitcher                                 	class     	Event          	numbered                         	preposition               	NOT_VAGUE
a member of three World Series championship teams with the Red Sox	instance  	Person         	undetermined                     	preposition               	NOT_VAGUE
an outfielder                                                     	instance  	Person         	undetermined                     	MODIFIERS                 	NOT_VAGUE
regular playing time                                              	instance  	Intangible     	mass_noun                        	adjective                 	degree
the MLB single-season home run record                             	instance  	Event          	determined named contains_named  	noun adjective            	NOT_VAGUE
that season                                                       	instance  	Event          	anaphora                         	MODIFIERS                 	NOT_VAGUE
Red Sox owner Harry Frazee                                        	instance  	Person         	named contains_named             	noun                      	NOT_VAGUE
controversy                                                       	instance  	Action         	mass_noun                        	modifiers                 	subjective
The trade                                                         	instance  	Event          	determined anaphora              	MODIFIERS                 	NOT_VAGUE
Boston's subsequent 86-year championship drought                  	instance  	Intangible     	mass_noun contains_named         	noun adjective            	NOT_VAGUE
the Curse of the Bambino superstition                             	instance  	CreativeWork   	determined named                 	preposition               	NOT_VAGUE
his 15 years with the Yankees                                     	class     	Event          	qualified_anaphora numbered      	preposition               	NOT_VAGUE
Ruth                                                              	instance  	Person         	named                            	MODIFIERS                 	NOT_VAGUE
the team                                                          	instance  	Organization   	determined anaphora              	MODIFIERS                 	NOT_VAGUE
seven American League pennants                                    	class     	CreativeWork   	numbered contains_named          	MODIFIERS                 	NOT_VAGUE
four World Series championships                                   	class     	CreativeWork   	numbered contains_named          	MODIFIERS                 	NOT_VAGUE
His big swing                                                     	instance  	Action         	qualified_anaphora               	adjective                 	degree
escalating home run totals                                        	class     	Intangible     	undetermined                     	noun adjective            	NOT_VAGUE
fans                                                              	class     	Person         	undetermined                     	MODIFIERS                 	portions
the ballpark                                                      	instance  	Place          	determined                       	MODIFIERS                 	NOT_VAGUE
the sport's popularity                                            	instance  	Intangible     	determined                      	noun                      	subjective
baseball's live-ball era                                          	instance  	Event          	determined                      	noun adjective            	NOT_VAGUE
a low-scoring game of strategy                                    	instance  	CreativeWork   	undetermined                     	adjective preposition     	degree
a sport                                                           	instance  	CreativeWork   	undetermined anaphora            	MODIFIERS                 	NOT_VAGUE
the home run                                                      	instance  	Action         	determined                       	noun                      	NOT_VAGUE
a major factor                                                    	instance  	Event          	undetermined                     	adjective                 	subjective
part of the Yankees' vaunted "Murderers' Row" lineup of 1927      	instance  	person         	undetermined named               	preposition               	not_vague
Ruth                                                              	instance  	Person         	named                            	MODIFIERS                 	NOT_VAGUE
his MLB single-season record                                      	instance  	Event          	qualified_anaphora               	adjective                 	NOT_VAGUE
a single home run                                                 	instance  	Action         	undetermined                     	noun adjective            	not_vague
Ruth's last season with the Yankees                               	instance  	Event          	determined contains_named        	noun adjective preposition	NOT_VAGUE
a short stint with the Boston Braves                              	instance  	Event          	undetermined named               	adjective preposition     	degree
his career                                                        	instance  	Intangible     	qualified_anaphora               	MODIFIERS                 	NOT_VAGUE
Ruth                                                              	instance  	Person         	named                            	MODIFIERS                 	NOT_VAGUE
the AL                                                            	instance  	Organization   	determined named                 	modifiers                 	not_vague
home runs                                                         	class     	action         	undetermined                     	noun                      	not_vague
12 times                                                          	class     	intangible     	numbered                         	modifiers                 	not_vague
Ruth's career                                                     	instance  	Intangible     	determined                      	MODIFIERS                 	NOT_VAGUE
the target of intense press and public attention                  	instance  	Intangible     	determined                       	preposition               	subjective
his baseball exploits                                             	class     	Intangible     	qualified_anaphora               	noun                      	NOT_VAGUE
off-field penchants for drinking and womanizing                   	class     	Intangible     	undetermined                     	adjective preposition     	NOT_VAGUE
his retirement as a player                                        	instance  	Event          	qualified_anaphora               	preposition               	NOT_VAGUE
the opportunity                                                   	instance  	Event          	determined mass_noun             	MODIFIERS                 	NOT_VAGUE
a major league club                                               	instance  	Organization   	undetermined                     	noun adjective            	NOT_VAGUE
poor behavior during parts of his playing career                  	class     	Action         	undetermined                     	adjective preposition     	portions subjective
his final years                                                   	class     	Event          	qualified_anaphora               	adjective                 	degree portions
many public appearances                                           	class     	Event          	numbered                         	adjective                 	degree portions
support of American efforts in World War II                       	class     	Action         	undetermined                     	preposition               	NOT_VAGUE
nasopharyngeal cancer                                             	instance  	MedicalEntity  	mass_noun                        	adjective                 	NOT_VAGUE
the disease                                                       	instance  	MedicalEntity  	determined anaphora              	MODIFIERS                 	NOT_VAGUE
a part of American culture                                        	instance  	Intangible     	undetermined                     	preposition               	not_vague
President Donald Trump                                            	instance  	Person         	named                            	MODIFIERS                 	NOT_VAGUE
the Presidential Medal of Freedom                                 	instance  	CreativeWork   	determined named                 	adjective preposition     	NOT_VAGUE
